UniqueID,timestamp,Total Rides,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
ID273,15/01/2015 09:00,1941,9,6,73.5,19.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID274,15/01/2015 10:00,844,9,6,76,21,Scattered Clouds,Non Holiday,Weekday,Winter
ID275,15/01/2015 11:00,729,9,6,66,26,Scattered Clouds,Non Holiday,Weekday,Winter
ID276,15/01/2015 12:00,835,8.5,5,71,25,Rain / Light Rain,Non Holiday,Weekday,Winter
ID277,15/01/2015 13:00,1005,9,5,64,32.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID278,15/01/2015 14:00,828,9,5,60,30.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID279,15/01/2015 15:00,912,9,5,52,36,Scattered Clouds,Non Holiday,Weekday,Winter
ID280,15/01/2015 16:00,1249,8,4,53,29,Scattered Clouds,Non Holiday,Weekday,Winter
ID281,15/01/2015 17:00,2524,7.5,3.5,55,29.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID282,15/01/2015 18:00,2480,7,3,57,29.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID283,15/01/2015 19:00,1353,8,4,51.5,29.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID284,15/01/2015 20:00,810,7,2,51,34,Scattered Clouds,Non Holiday,Weekday,Winter
ID285,15/01/2015 21:00,591,6.5,1.5,57,32,Clear,Non Holiday,Weekday,Winter
ID286,15/01/2015 22:00,430,6.5,1.5,59,33,Scattered Clouds,Non Holiday,Weekday,Winter
ID287,15/01/2015 23:00,301,7,3,57,29.5,Clear,Non Holiday,Weekday,Winter
ID288,16/01/2015 00:00,208,7,3,53,31,Clear,Non Holiday,Weekday,Winter
ID289,16/01/2015 01:00,117,7,3,53,27.5,Clear,Non Holiday,Weekday,Winter
ID290,16/01/2015 02:00,71,6.5,2.5,59,22,Clear,Non Holiday,Weekday,Winter
ID291,16/01/2015 03:00,59,6.5,2.5,59,25,Clear,Non Holiday,Weekday,Winter
ID292,16/01/2015 04:00,46,6.5,3,55,20.5,Clear,Non Holiday,Weekday,Winter
ID293,16/01/2015 05:00,88,6.5,3,55,20.5,Clear,Non Holiday,Weekday,Winter
ID294,16/01/2015 06:00,471,7,4,55,18.5,Clear,Non Holiday,Weekday,Winter
ID295,16/01/2015 07:00,1648,7,4.5,59,15,Rain / Light Rain,Non Holiday,Weekday,Winter
ID296,16/01/2015 08:00,3546,7,4.5,61,15,Broken Clouds,Non Holiday,Weekday,Winter
ID297,16/01/2015 09:00,1980,6,3,71,13,Scattered Clouds,Non Holiday,Weekday,Winter
ID298,16/01/2015 10:00,878,6.5,3.5,68.5,17,Scattered Clouds,Non Holiday,Weekday,Winter
ID299,16/01/2015 11:00,795,6,2.5,76,19.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID300,16/01/2015 12:00,994,6,3,73.5,17,Scattered Clouds,Non Holiday,Weekday,Winter
ID301,16/01/2015 13:00,1122,7,4,68.5,15,Scattered Clouds,Non Holiday,Weekday,Winter
ID302,16/01/2015 14:00,941,7,4.5,66,15,Scattered Clouds,Non Holiday,Weekday,Winter
ID303,16/01/2015 15:00,1104,7,4,66,15,Scattered Clouds,Non Holiday,Weekday,Winter
ID304,16/01/2015 16:00,1149,6,2,68.5,23.5,Rain / Light Rain,Non Holiday,Weekday,Winter
ID305,16/01/2015 17:00,2348,5.5,2.5,76,14,Scattered Clouds,Non Holiday,Weekday,Winter
ID306,16/01/2015 18:00,2002,5,1.5,73,16,Broken Clouds,Non Holiday,Weekday,Winter
ID307,16/01/2015 19:00,1183,4,1,72.5,12,Clear,Non Holiday,Weekday,Winter
ID308,16/01/2015 20:00,693,4,2,72.5,9,Clear,Non Holiday,Weekday,Winter
ID309,16/01/2015 21:00,473,3,0,75,11,Clear,Non Holiday,Weekday,Winter
ID310,16/01/2015 22:00,386,2.5,-1.5,72.5,15,Clear,Non Holiday,Weekday,Winter
ID311,16/01/2015 23:00,361,2.5,-1,81,12,Clear,Non Holiday,Weekday,Winter
ID312,17/01/2015 00:00,328,2,-2,81,13,Clear,Non Holiday,Weekend,Winter
ID313,17/01/2015 01:00,220,2,-1.5,81,12,Clear,Non Holiday,Weekend,Winter
ID314,17/01/2015 02:00,199,1,-3,81,14,Clear,Non Holiday,Weekend,Winter
ID315,17/01/2015 03:00,144,1,-3,81,15,Clear,Non Holiday,Weekend,Winter
ID316,17/01/2015 04:00,76,1,-2,81,10,Clear,Non Holiday,Weekend,Winter
ID317,17/01/2015 05:00,68,0.5,-2.5,77.5,8,Clear,Non Holiday,Weekend,Winter
ID318,17/01/2015 06:00,70,0.5,-3,77.5,10,Clear,Non Holiday,Weekend,Winter
ID319,17/01/2015 07:00,154,1.5,-2.5,72.5,16,Clear,Non Holiday,Weekend,Winter
ID320,17/01/2015 08:00,350,2.5,-1.5,67.5,15,Clear,Non Holiday,Weekend,Winter
ID321,17/01/2015 09:00,682,3.5,-0.5,65,16,Clear,Non Holiday,Weekend,Winter
ID322,17/01/2015 10:00,784,4,0,70,21,Rain / Light Rain,Non Holiday,Weekend,Winter
ID323,17/01/2015 11:00,998,5,1.5,73,18.5,Rain / Light Rain,Non Holiday,Weekend,Winter
ID324,17/01/2015 12:00,1360,6.5,3.5,73.5,17,Scattered Clouds,Non Holiday,Weekend,Winter
ID325,17/01/2015 13:00,1421,6,2.5,73.5,20.5,Scattered Clouds,Non Holiday,Weekend,Winter
ID326,17/01/2015 14:00,1531,7,4,66,17,Scattered Clouds,Non Holiday,Weekend,Winter
ID327,17/01/2015 15:00,1527,6,3,71,18,Clear,Non Holiday,Weekend,Winter
ID328,17/01/2015 16:00,1257,6,3,71,15,Clear,Non Holiday,Weekend,Winter
ID329,17/01/2015 17:00,997,5,2.5,76,10,Clear,Non Holiday,Weekend,Winter
ID330,17/01/2015 18:00,765,5,2,76,13,Clear,Non Holiday,Weekend,Winter
ID331,17/01/2015 19:00,719,5,2,76,12,Clear,Non Holiday,Weekend,Winter
ID332,17/01/2015 20:00,525,5,3,81,9,Clear,Non Holiday,Weekend,Winter
ID333,17/01/2015 21:00,415,5,2.5,76,10,Clear,Non Holiday,Weekend,Winter
ID334,17/01/2015 22:00,328,5,3,76,7,Scattered Clouds,Non Holiday,Weekend,Winter
ID335,17/01/2015 23:00,350,5,2.5,78.5,9,Rain / Light Rain,Non Holiday,Weekend,Winter
ID336,18/01/2015 00:00,383,5,3,76,7,Scattered Clouds,Non Holiday,Weekend,Winter
ID337,18/01/2015 01:00,268,5,3.5,76,6.5,Rain / Light Rain,Non Holiday,Weekend,Winter
ID338,18/01/2015 02:00,268,5,3,81,8,Rain / Light Rain,Non Holiday,Weekend,Winter
ID339,18/01/2015 03:00,140,4.5,3,84,6.5,Rain / Light Rain,Non Holiday,Weekend,Winter
ID340,18/01/2015 04:00,73,4,4,87,0,Rain / Light Rain,Non Holiday,Weekend,Winter
ID341,18/01/2015 05:00,53,4,3.5,90,5,Rain / Light Rain,Non Holiday,Weekend,Winter
ID342,18/01/2015 06:00,54,4,3.5,90,5,Rain / Light Rain,Non Holiday,Weekend,Winter
ID343,18/01/2015 07:00,97,4,3.5,87,5,Rain / Light Rain,Non Holiday,Weekend,Winter
ID344,18/01/2015 08:00,210,4,3.5,93,5,Scattered Clouds,Non Holiday,Weekend,Winter
ID345,18/01/2015 09:00,406,4,2.5,90,6.5,Rain / Light Rain,Non Holiday,Weekend,Winter
ID346,18/01/2015 10:00,693,4,2,87,9,Rain / Light Rain,Non Holiday,Weekend,Winter
ID347,18/01/2015 11:00,906,4,1.5,84,9,Cloudy,Non Holiday,Weekend,Winter
ID348,18/01/2015 12:00,1244,4,1,81,12,Scattered Clouds,Non Holiday,Weekend,Winter
ID349,18/01/2015 13:00,1401,4,1,81,12,Scattered Clouds,Non Holiday,Weekend,Winter
ID350,18/01/2015 14:00,1313,4,1,75,14,Scattered Clouds,Non Holiday,Weekend,Winter
ID351,18/01/2015 15:00,1450,4,1,75,13,Scattered Clouds,Non Holiday,Weekend,Winter
ID352,18/01/2015 16:00,1111,3,2,81,6,Scattered Clouds,Non Holiday,Weekend,Winter
ID353,18/01/2015 17:00,844,3,3,81,4,Clear,Non Holiday,Weekend,Winter
ID354,18/01/2015 18:00,694,2,0,87,6.5,Clear,Non Holiday,Weekend,Winter
ID355,18/01/2015 19:00,510,2,-0.5,87,8,Clear,Non Holiday,Weekend,Winter
ID356,18/01/2015 20:00,370,1.5,0.5,87,5.5,Clear,Non Holiday,Weekend,Winter
ID357,18/01/2015 21:00,265,1,1,87,4,Clear,Non Holiday,Weekend,Winter
ID358,18/01/2015 22:00,249,1,1,87,4,Clear,Non Holiday,Weekend,Winter
ID359,18/01/2015 23:00,197,0.5,-1.5,90,6,Clear,Non Holiday,Weekend,Winter
ID360,19/01/2015 00:00,128,0,-3,93,8,Clear,Non Holiday,Weekday,Winter
ID361,19/01/2015 01:00,57,0.5,-2.5,93,8,Scattered Clouds,Non Holiday,Weekday,Winter
ID362,19/01/2015 02:00,30,1,0,93,5.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID363,19/01/2015 03:00,32,0.5,-0.5,93,3.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID364,19/01/2015 04:00,36,0.5,-1,93,4.5,Broken Clouds,Non Holiday,Weekday,Winter
ID365,19/01/2015 05:00,88,1,-1,93,6.5,Broken Clouds,Non Holiday,Weekday,Winter
ID366,19/01/2015 06:00,472,1,-1,90,7,Broken Clouds,Non Holiday,Weekday,Winter
ID367,19/01/2015 07:00,1695,1,-1,90,6.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID368,19/01/2015 08:00,3554,2,-0.5,84,7.5,Broken Clouds,Non Holiday,Weekday,Winter
ID369,19/01/2015 09:00,1828,2,-0.5,87,8,Broken Clouds,Non Holiday,Weekday,Winter
ID370,19/01/2015 10:00,794,3,1,75,7.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID371,19/01/2015 11:00,688,3.5,3,72.5,3,Scattered Clouds,Non Holiday,Weekday,Winter
ID372,19/01/2015 12:00,923,4,1.5,70,9,Scattered Clouds,Non Holiday,Weekday,Winter
ID373,19/01/2015 13:00,913,4,2,70,8,Scattered Clouds,Non Holiday,Weekday,Winter
ID374,19/01/2015 14:00,815,5,3.5,66,7.5,Broken Clouds,Non Holiday,Weekday,Winter
ID375,19/01/2015 15:00,908,5,4,63.5,6,Broken Clouds,Non Holiday,Weekday,Winter
ID376,19/01/2015 16:00,1257,4,2.5,67.5,6.5,Broken Clouds,Non Holiday,Weekday,Winter
ID377,19/01/2015 17:00,2774,3.5,2.5,72.5,6,Scattered Clouds,Non Holiday,Weekday,Winter
ID378,19/01/2015 18:00,2543,3.5,2.5,72.5,6,Broken Clouds,Non Holiday,Weekday,Winter
ID379,19/01/2015 19:00,1442,3.5,1.5,72.5,7,Broken Clouds,Non Holiday,Weekday,Winter
ID380,19/01/2015 20:00,893,3,1.5,75,6.5,Broken Clouds,Non Holiday,Weekday,Winter
ID381,19/01/2015 21:00,561,2.5,1.5,78,5.5,Broken Clouds,Non Holiday,Weekday,Winter
ID382,19/01/2015 22:00,356,2,1,75,3,Scattered Clouds,Non Holiday,Weekday,Winter
ID383,19/01/2015 23:00,247,2,2,81,2,Broken Clouds,Non Holiday,Weekday,Winter
ID384,20/01/2015 00:00,85,1,0,87,3,Broken Clouds,Non Holiday,Weekday,Winter
ID385,20/01/2015 01:00,49,0.5,-1,90,6.5,Clear,Non Holiday,Weekday,Winter
ID386,20/01/2015 02:00,40,0,-1,93,3,Clear,Non Holiday,Weekday,Winter
ID387,20/01/2015 03:00,18,-0.5,-0.5,90,4,Clear,Non Holiday,Weekday,Winter
ID388,20/01/2015 04:00,32,-1,-2,93,3,Clear,Non Holiday,Weekday,Winter
ID389,20/01/2015 05:00,80,-0.5,-0.5,93,4,Scattered Clouds,Non Holiday,Weekday,Winter
ID390,20/01/2015 06:00,520,-1,-2,93,5,Clear,Non Holiday,Weekday,Winter
ID391,20/01/2015 07:00,1791,-1,-3.5,96.5,6.5,Clear,Non Holiday,Weekday,Winter
ID392,20/01/2015 08:00,3700,-0.5,-3.5,96.5,7,Clear,Non Holiday,Weekday,Winter
ID393,20/01/2015 09:00,1818,0,-3,93,9,Clear,Non Holiday,Weekday,Winter
ID394,20/01/2015 10:00,806,1,0,87,5,Scattered Clouds,Non Holiday,Weekday,Winter
ID395,20/01/2015 11:00,636,2.5,1,78,6,Scattered Clouds,Non Holiday,Weekday,Winter
ID396,20/01/2015 12:00,894,3.5,1,78,9,Clear,Non Holiday,Weekday,Winter
ID397,20/01/2015 13:00,966,4.5,2,72.5,9,Scattered Clouds,Non Holiday,Weekday,Winter
ID398,20/01/2015 14:00,806,5,2,68,11,Scattered Clouds,Non Holiday,Weekday,Winter
ID399,20/01/2015 15:00,897,4,1,75,13,Scattered Clouds,Non Holiday,Weekday,Winter
ID400,20/01/2015 16:00,1287,4,1,78,13,Broken Clouds,Non Holiday,Weekday,Winter
ID401,20/01/2015 17:00,2683,4,1,78,12,Clear,Non Holiday,Weekday,Winter
ID402,20/01/2015 18:00,2624,4,1,75,12,Clear,Non Holiday,Weekday,Winter
ID403,20/01/2015 19:00,1448,4,1,72.5,13,Clear,Non Holiday,Weekday,Winter
ID404,20/01/2015 20:00,758,4,1,70,14,Scattered Clouds,Non Holiday,Weekday,Winter
ID405,20/01/2015 21:00,603,4,0.5,70,16,Scattered Clouds,Non Holiday,Weekday,Winter
ID406,20/01/2015 22:00,447,4,0.5,70,17.5,Clear,Non Holiday,Weekday,Winter
ID407,20/01/2015 23:00,259,4,0,70,18.5,Cloudy,Non Holiday,Weekday,Winter
ID408,21/01/2015 00:00,151,3.5,-0.5,72.5,18,Cloudy,Non Holiday,Weekday,Winter
ID409,21/01/2015 01:00,70,3,-1.5,81,18.5,Cloudy,Non Holiday,Weekday,Winter
ID410,21/01/2015 02:00,56,3,-1,81,19,Broken Clouds,Non Holiday,Weekday,Winter
ID411,21/01/2015 03:00,24,3,-1,81,17,Cloudy,Non Holiday,Weekday,Winter
ID412,21/01/2015 04:00,41,3,-1,84,16,Rain / Light Rain,Non Holiday,Weekday,Winter
ID413,21/01/2015 05:00,81,3,-0.5,87,14,Rain / Light Rain,Non Holiday,Weekday,Winter
ID414,21/01/2015 06:00,522,3,-1,87,18,Rain / Light Rain,Non Holiday,Weekday,Winter
ID415,21/01/2015 07:00,1656,3,-1,87,18,Broken Clouds,Non Holiday,Weekday,Winter
ID416,21/01/2015 08:00,3655,3,-1,87,18,Broken Clouds,Non Holiday,Weekday,Winter
ID417,21/01/2015 09:00,1976,3,-1,87,18,Broken Clouds,Non Holiday,Weekday,Winter
ID418,21/01/2015 10:00,821,3,-1,87,17,Broken Clouds,Non Holiday,Weekday,Winter
ID419,21/01/2015 11:00,666,3,-1,87,16,Broken Clouds,Non Holiday,Weekday,Winter
ID420,21/01/2015 12:00,805,3,-1,87,17,Rain / Light Rain,Non Holiday,Weekday,Winter
ID421,21/01/2015 13:00,821,3.5,0,84,16,Broken Clouds,Non Holiday,Weekday,Winter
ID422,21/01/2015 14:00,701,3,-1,87,17,Cloudy,Non Holiday,Weekday,Winter
ID423,21/01/2015 15:00,759,3,-1,87,18,Cloudy,Non Holiday,Weekday,Winter
ID424,21/01/2015 16:00,1217,3,-1,87,16,Cloudy,Non Holiday,Weekday,Winter
ID425,21/01/2015 17:00,2503,3,-0.5,84,14,Cloudy,Non Holiday,Weekday,Winter
ID426,21/01/2015 18:00,2511,3,0,87,11,Cloudy,Non Holiday,Weekday,Winter
ID427,21/01/2015 19:00,1359,3,0,87,13,Rain / Light Rain,Non Holiday,Weekday,Winter
ID428,21/01/2015 20:00,890,3,0.5,81,9,Cloudy,Non Holiday,Weekday,Winter
ID429,21/01/2015 21:00,666,3,2,81,6,Cloudy,Non Holiday,Weekday,Winter
ID430,21/01/2015 22:00,480,3,2,81,6,Broken Clouds,Non Holiday,Weekday,Winter
ID431,21/01/2015 23:00,351,3,2.5,81,3,Clear,Non Holiday,Weekday,Winter
ID432,22/01/2015 00:00,138,2.5,2.5,84,2,Clear,Non Holiday,Weekday,Winter
ID433,22/01/2015 01:00,81,2,2,87,2,Scattered Clouds,Non Holiday,Weekday,Winter
ID434,22/01/2015 02:00,54,2,2,87,2,Broken Clouds,Non Holiday,Weekday,Winter
ID435,22/01/2015 03:00,37,2,1,87,5.5,Cloudy,Non Holiday,Weekday,Winter
ID436,22/01/2015 04:00,39,2,1,87,5,Broken Clouds,Non Holiday,Weekday,Winter
ID437,22/01/2015 05:00,89,2,1,87,5,Broken Clouds,Non Holiday,Weekday,Winter
ID438,22/01/2015 06:00,512,2,2,84,2,Broken Clouds,Non Holiday,Weekday,Winter
ID439,22/01/2015 07:00,1677,2,2,81,2,Broken Clouds,Non Holiday,Weekday,Winter
ID440,22/01/2015 08:00,3828,2,1,81,5,Broken Clouds,Non Holiday,Weekday,Winter
ID441,22/01/2015 09:00,1911,2.5,2.5,78,2,Broken Clouds,Non Holiday,Weekday,Winter
ID442,22/01/2015 10:00,789,4,1.5,70,9,Broken Clouds,Non Holiday,Weekday,Winter
ID443,22/01/2015 11:00,713,4,1.5,67.5,10,Broken Clouds,Non Holiday,Weekday,Winter
ID444,22/01/2015 12:00,914,5,2,59,13,Scattered Clouds,Non Holiday,Weekday,Winter
ID445,22/01/2015 13:00,935,5,2,57,13,Scattered Clouds,Non Holiday,Weekday,Winter
ID446,22/01/2015 14:00,867,4.5,1.5,59,14,Scattered Clouds,Non Holiday,Weekday,Winter
ID447,22/01/2015 15:00,885,4,1,61,13,Scattered Clouds,Non Holiday,Weekday,Winter
ID448,22/01/2015 16:00,1328,4,1,63,12,Broken Clouds,Non Holiday,Weekday,Winter
ID449,22/01/2015 17:00,2457,3.5,0.5,63,12,Broken Clouds,Non Holiday,Weekday,Winter
ID450,22/01/2015 18:00,2422,3,0,65,9,Broken Clouds,Non Holiday,Weekday,Winter
ID451,22/01/2015 19:00,1350,2,0,70,6.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID452,22/01/2015 20:00,850,2,0,70,6.5,Clear,Non Holiday,Weekday,Winter
ID453,22/01/2015 21:00,640,0,-2,80,6,Clear,Non Holiday,Weekday,Winter
ID454,22/01/2015 22:00,438,0,0,80,2,Clear,Non Holiday,Weekday,Winter
ID455,22/01/2015 23:00,324,0,-1,80,3,Clear,Non Holiday,Weekday,Winter
ID456,23/01/2015 00:00,171,-0.5,-2,86.5,5.5,Clear,Non Holiday,Weekday,Winter
ID457,23/01/2015 01:00,96,-1,-3,86,6,Clear,Non Holiday,Weekday,Winter
ID458,23/01/2015 02:00,58,-1,-3,86,6,Cloudy,Non Holiday,Weekday,Winter
ID459,23/01/2015 03:00,41,-0.5,-1.5,83,5,Broken Clouds,Non Holiday,Weekday,Winter
ID460,23/01/2015 04:00,31,-1,-2,86,5,Broken Clouds,Non Holiday,Weekday,Winter
ID461,23/01/2015 05:00,80,-1,-3,86,6,Cloudy,Non Holiday,Weekday,Winter
ID462,23/01/2015 06:00,426,-1.5,-2.5,89.5,5,Clear,Non Holiday,Weekday,Winter
ID463,23/01/2015 07:00,1494,-1,-3.5,86,6.5,Clear,Non Holiday,Weekday,Winter
ID464,23/01/2015 08:00,3328,-0.5,-3.5,83,7,Clear,Non Holiday,Weekday,Winter
ID465,23/01/2015 09:00,1839,0.5,-2,84,6.5,Clear,Non Holiday,Weekday,Winter
ID466,23/01/2015 10:00,894,2,-0.5,75,7.5,Clear,Non Holiday,Weekday,Winter
ID467,23/01/2015 11:00,794,3.5,0.5,67.5,12,Clear,Non Holiday,Weekday,Winter
ID468,23/01/2015 12:00,1084,4.5,1,65.5,16.5,Clear,Non Holiday,Weekday,Winter
ID469,23/01/2015 13:00,1053,5,1.5,66,17.5,Clear,Non Holiday,Weekday,Winter
ID470,23/01/2015 14:00,1005,5,1,66,19.5,Clear,Non Holiday,Weekday,Winter
ID471,23/01/2015 15:00,1002,5,2,66,17,Clear,Non Holiday,Weekday,Winter
ID472,23/01/2015 16:00,1421,4,1,75,12,Clear,Non Holiday,Weekday,Winter
ID473,23/01/2015 17:00,2388,4,1,75,14,Clear,Non Holiday,Weekday,Winter
ID474,23/01/2015 18:00,1946,4.5,1.5,78.5,14,Scattered Clouds,Non Holiday,Weekday,Winter
ID475,23/01/2015 19:00,1126,6,2.5,76,18.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID476,23/01/2015 20:00,687,6.5,2.5,78.5,24,Scattered Clouds,Non Holiday,Weekday,Winter
ID477,23/01/2015 21:00,421,7,4,87,20,Rain / Light Rain,Non Holiday,Weekday,Winter
ID478,23/01/2015 22:00,208,7.5,3.5,87,23,Rain / Light Rain,Non Holiday,Weekday,Winter
ID479,23/01/2015 23:00,299,8,4,87,24,Rain / Light Rain,Non Holiday,Weekday,Winter
ID480,24/01/2015 00:00,186,8,4.5,93,22.5,Rain / Light Rain,Non Holiday,Weekend,Winter
ID481,24/01/2015 01:00,141,9,6,90.5,18,Rain / Light Rain,Non Holiday,Weekend,Winter
ID482,24/01/2015 02:00,142,7,4,87,18.5,Snowfall,Non Holiday,Weekend,Winter
ID483,24/01/2015 03:00,121,6.5,3.5,81,18,Broken Clouds,Non Holiday,Weekend,Winter
ID484,24/01/2015 04:00,70,6,2.5,76,18.5,Scattered Clouds,Non Holiday,Weekend,Winter
ID485,24/01/2015 05:00,61,5.5,1.5,73.5,24,Clear,Non Holiday,Weekend,Winter
ID486,24/01/2015 06:00,76,5,1,76,19,Clear,Non Holiday,Weekend,Winter
ID487,24/01/2015 07:00,142,4,1,81,14,Clear,Non Holiday,Weekend,Winter
ID488,24/01/2015 08:00,318,4.5,1,75.5,16,Clear,Non Holiday,Weekend,Winter
ID489,24/01/2015 09:00,723,5,1.5,70,18,Clear,Non Holiday,Weekend,Winter
ID490,24/01/2015 10:00,1086,5.5,1.5,68,24,Clear,Non Holiday,Weekend,Winter
ID491,24/01/2015 11:00,1411,6,2,66,24,Clear,Non Holiday,Weekend,Winter
ID492,24/01/2015 12:00,1636,6,2,61,24,Clear,Non Holiday,Weekend,Winter
ID493,24/01/2015 13:00,1769,7,3.5,61,22,Clear,Non Holiday,Weekend,Winter
ID494,24/01/2015 14:00,1796,7,4,61,20,Scattered Clouds,Non Holiday,Weekend,Winter
ID495,24/01/2015 15:00,1798,7,3,61,22,Clear,Non Holiday,Weekend,Winter
ID496,24/01/2015 16:00,1597,6.5,3.5,63.5,17,Clear,Non Holiday,Weekend,Winter
ID497,24/01/2015 17:00,1226,6,3,66,15,Clear,Non Holiday,Weekend,Winter
ID498,24/01/2015 18:00,837,5.5,2.5,68,13,Clear,Non Holiday,Weekend,Winter
ID499,24/01/2015 19:00,709,5,2,68,14,Clear,Non Holiday,Weekend,Winter
ID500,24/01/2015 20:00,526,4.5,1.5,70,13,Clear,Non Holiday,Weekend,Winter
ID501,24/01/2015 21:00,393,4,1,72.5,13,Clear,Non Holiday,Weekend,Winter
ID502,24/01/2015 22:00,401,3.5,0.5,75,13,Clear,Non Holiday,Weekend,Winter
ID503,24/01/2015 23:00,374,3,-0.5,81,13,Clear,Non Holiday,Weekend,Winter
ID504,25/01/2015 00:00,347,3,0,81,13,Clear,Non Holiday,Weekend,Winter
ID505,25/01/2015 01:00,261,2,-1.5,87,12,Clear,Non Holiday,Weekend,Winter
ID506,25/01/2015 02:00,216,2,-1,81,10,Clear,Non Holiday,Weekend,Winter
ID507,25/01/2015 03:00,162,2,-2,87,14,Clear,Non Holiday,Weekend,Winter
ID508,25/01/2015 04:00,107,2,-2,84,13,Clear,Non Holiday,Weekend,Winter
ID509,25/01/2015 05:00,70,2,-1.5,87,12,Clear,Non Holiday,Weekend,Winter
ID510,25/01/2015 06:00,83,2,-2,87,13,Clear,Non Holiday,Weekend,Winter
ID511,25/01/2015 07:00,108,2,-2,87,15,Clear,Non Holiday,Weekend,Winter
ID512,25/01/2015 08:00,226,3,-0.5,81,15,Clear,Non Holiday,Weekend,Winter
ID513,25/01/2015 09:00,529,3.5,0.5,78,13,Broken Clouds,Non Holiday,Weekend,Winter
ID514,25/01/2015 10:00,857,5,2,70,15,Cloudy,Non Holiday,Weekend,Winter
ID515,25/01/2015 11:00,1195,6.5,4,68.5,13,Cloudy,Non Holiday,Weekend,Winter
ID516,25/01/2015 12:00,1478,8.5,5.5,62,19.5,Broken Clouds,Non Holiday,Weekend,Winter
ID517,25/01/2015 13:00,1705,8,5,66,18,Broken Clouds,Non Holiday,Weekend,Winter
ID518,25/01/2015 14:00,1519,9,6,66,22,Broken Clouds,Non Holiday,Weekend,Winter
ID519,25/01/2015 15:00,1477,8,5,71,21,Broken Clouds,Non Holiday,Weekend,Winter
ID520,25/01/2015 16:00,1238,8,5,71,18,Broken Clouds,Non Holiday,Weekend,Winter
ID521,25/01/2015 17:00,875,8,5,71,19.5,Broken Clouds,Non Holiday,Weekend,Winter
ID522,25/01/2015 18:00,810,8,5,73.5,19.5,Broken Clouds,Non Holiday,Weekend,Winter
ID523,25/01/2015 19:00,566,8,5,76,19.5,Broken Clouds,Non Holiday,Weekend,Winter
ID524,25/01/2015 20:00,423,8,5,76,18.5,Broken Clouds,Non Holiday,Weekend,Winter
ID525,25/01/2015 21:00,335,8,5,82,18.5,Cloudy,Non Holiday,Weekend,Winter
ID526,25/01/2015 22:00,297,8,5,82,18,Cloudy,Non Holiday,Weekend,Winter
ID527,25/01/2015 23:00,210,8,5,82,18,Cloudy,Non Holiday,Weekend,Winter
ID528,26/01/2015 00:00,115,8,5,87,19,Rain / Light Rain,Non Holiday,Weekday,Winter
ID529,26/01/2015 01:00,74,8.5,5.5,87,18,Cloudy,Non Holiday,Weekday,Winter
ID530,26/01/2015 02:00,34,9,6,87,21.5,Cloudy,Non Holiday,Weekday,Winter
ID531,26/01/2015 03:00,33,9,6,87,19.5,Cloudy,Non Holiday,Weekday,Winter
ID532,26/01/2015 04:00,47,9,6.5,87,16,Broken Clouds,Non Holiday,Weekday,Winter
ID533,26/01/2015 05:00,88,9.5,7,84.5,17,Broken Clouds,Non Holiday,Weekday,Winter
ID534,26/01/2015 06:00,472,10,7.5,82,18.5,Rain / Light Rain,Non Holiday,Weekday,Winter
ID535,26/01/2015 07:00,1619,10,7.5,88,18.5,Broken Clouds,Non Holiday,Weekday,Winter
ID536,26/01/2015 08:00,3589,10,8,85,18,Broken Clouds,Non Holiday,Weekday,Winter
ID537,26/01/2015 09:00,1844,10.5,9,85,19.5,Broken Clouds,Non Holiday,Weekday,Winter
ID538,26/01/2015 10:00,603,10,7.5,85,16.5,Rain / Light Rain,Non Holiday,Weekday,Winter
ID539,26/01/2015 11:00,621,10,7,71.5,23,Broken Clouds,Non Holiday,Weekday,Winter
ID540,26/01/2015 12:00,841,10,7,62.5,24,Scattered Clouds,Non Holiday,Weekday,Winter
ID541,26/01/2015 13:00,884,9,6,64,19.5,Broken Clouds,Non Holiday,Weekday,Winter
ID542,26/01/2015 14:00,796,9,6,60,22,Scattered Clouds,Non Holiday,Weekday,Winter
ID543,26/01/2015 15:00,904,8,4.5,62,23,Scattered Clouds,Non Holiday,Weekday,Winter
ID544,26/01/2015 16:00,1319,8,4.5,62,21.5,Scattered Clouds,Non Holiday,Weekday,Winter
ID545,26/01/2015 17:00,2723,8,5,62,19,Scattered Clouds,Non Holiday,Weekday,Winter
ID546,26/01/2015 18:00,2509,7.5,4.5,64,18,Clear,Non Holiday,Weekday,Winter
ID547,26/01/2015 19:00,1457,7,4,66,20,Clear,Non Holiday,Weekday,Winter
ID548,26/01/2015 20:00,941,7,4,66,17,Clear,Non Holiday,Weekday,Winter
